EXOME_PHASE1_ID,EXOME_PHASE2_FULL_ID,SCH10411_ESID
MC.159042@1076253409,,4029466
,1174296-1-0238095618,1174296
MC.AMD104114@0123861601,,4542141
MC.158428@1075678965,,8397762
,2346181-1-0238038826,2346181
,1768705-1-0238060749,1768705
,2818703-1-0238043006,2818703
,1914588-1-0238094108,1914588
,1431996-1-0238041883,1431996
,1888250-1-0238038927,1888250
,2606557-1-0238042881,2606557
MC.157966@1075641504,,1116762
,2921141-1-0238040928,2921141
,2696302-1-0238038324,2696302
MC.AMD103598@0123889397,,4299692
,2524658-1-0224008830,2524658
MC.AMD103615@0123909390,,7744991
,2642540-1-0238039603,2642540
MC.AMD137650@0124014235,,9363106
MC.AMD135054@0123911226,,2602133
,2559625-1-0238042931,2559625
MC.AMD103674@0123890947,,2927965
MC.162962@1082087045,,5568183
,1276354-1-0238038437,1276354
,1260890-1-0238062003,1260890
,1732979-1-0238042762,1732979
MC.161369@1075690456,,8143959
MC.159884@1075641529,,2891990
,2636601-1-0238042125,2636601
,1108482-1-0238042897,1108482
,1746252-1-0238041112,1746252
MC.158183@1076254294,,1341903
,2729788-1-0238041219,2729788
,1727728-1-0238042791,1727728
MC.154685@1075679173,,6456113
MC.155473@1075642011,,7862670
,2247395-1-0238038710,2247395
MC.156436@1075641367,,9529597
MC.AMD103804@0123908991,,2553791
,1231212-1-0238041356,1231212
MC.159512@1075678240,,3769082
,1245195-1-0238096557,1245195
,2575623-1-0238062113,2575623
MC.159410@1075690173,,8349971
MC.AMD135166@0123909049,,8910987
,1323463-1-0238040697,1323463
MC.AMD103871@0123861609,,1520290
,1617842-1-0238095777,1617842
,2587609-1-0238040952,2587609
MC.AMD103879@0124009843,,6022171
MC.AMD103885@0124011346,,7549517
,2537758-1-0224008770,2537758
,1993554-1-0238038245,1993554
MC.159289@1075678239,,9307851
,1838943-1-0238039414,1838943
MC.157792@1075641620,,5865769
,2160931-1-0224009430,2160931
,2553786-1-0238096632,2553786
MC.AMD104013@0124011195,,1082611
,2112951-1-0238094279,2112951
MC.AMD104020@0123890230,,8972618
MC.AMD104024@0124011084,,8857980
,2534048-1-0238042213,2534048
,1622557-1-0238038434,1622557
,2236785-1-0238095346,2236785
MC.AMD104078@0124010168,,3485084
MC.AMD104079@0123909389,,3681278
MC.AMD104080@0123861776,,2560098
MC.AMD104091@0123890902,,5974005
MC.AMD104098@0124011307,,7411596
,2576186-1-0238039979,2576186
,2301870-1-0238042366,2301870
,2992735-1-0238095979,2992735
,2119346-1-0238042380,2119346
,2150611-1-0238095827,2150611
,1069752-1-0238040352,1069752
,2988814-1-0238040592,2988814
,1369633-1-0238041685,1369633
,1699356-1-0238041988,1699356
MC.157280@1075690365,,9858571
MC.AMD135407@0124010882,,1515302
,2033849-1-0238042995,2033849
,1399286-1-0238042067,1399286
MC.AMD104289@0123889962,,3757031
MC.AMD104362@0123861680,,5459654
,2298916-1-0238095503,2298916
,1021501-1-0238041164,1021501
MC.159168@1075680593,,8004082
,2031059-1-0238061354,2031059
MC.AMD104248@0123861066,,9719253
,2377380-1-0238038569,2377380
,1687349-1-0238038051,1687349
,1084334-1-0238042839,1084334
,2388737-1-0224009256,2388737
,2674660-1-0238096918,2674660
,1076608-1-0238041184,1076608
MC.AMD104312@0123911331,,8190702
MC.160487@1075680833,,1911368
MC.AMD104332@0123861185,,7970933
,2057615-1-0238061827,2057615
MC.158725@1075678454,,3977213
MC.AMD104345@0123909361,,8248022
,1527559-1-0238094336,1527559
MC.AMD104351@0124009893,,8609688
MC.AMD104353@0123861866,,2512920
,2699416-1-0238096426,2699416
,2255894-1-0238042824,2255894
MC.157257@1075641999,,2115372
,2492894-1-0238061915,2492894
MC.AMD104480@0124010970,,2516070
,2084797-1-0238040834,2084797
MC.160519@1075678348,,6888710
,2781856-1-0238095962,2781856
MC.AMD135506@0123907221,,1822904
MC.AMD104524@0124011519,,3172707
,1914931-1-0238061252,1914931
,1676783-1-0224009313,1676783
,1116682-1-0238095172,1116682
MC.AMD104600@0123861013,,6605994
,1773054-1-0238096246,1773054
MC.AMD104605@0123861703,,5980792
MC.160246@1075678860,,2083127
MC.AMD104610@0123907246,,8752641
MC.AMD135597@0123890811,,8082901
,2299680-1-0238095648,2299680
MC.AMD135601@0123889991,,6919366
MC.AMD104695@0123861684,,2711586
MC.AMD104697@0123890503,,8382138
,1626373-1-0238042758,1626373
,1282731-1-0238041666,1282731
MC.AMD104706@0123911656,,3179234
MC.AMD104708@0123861129,,8770415
MC.AMD104711@0123909577,,3948241
MC.AMD104719@0124011440,,8861110
MC.AMD104733@0124010149,,7835637
,1360944-1-0238038754,1360944
,2220573-1-0238096745,2220573
,2255388-1-0238040892,2255388
MC.AMD104846@0124011158,,9204146
MC.AMD104849@0123861720,,3285531
MC.AMD104864@0124011492,,8409471
MC.AMD104880@0123861203,,4909039
MC.AMD104953@0123908760,,3831163
MC.AMD137583@0124015109,,2997124
MC.159735@1076254636,,1949398
MC.160162@1075690236,,6024778
MC.158261@1075678222,,5919717
MC.AMD105070@0124008386,,9373356
,1946149-1-0238038468,1946149
MC.161311@1075641961,,2905320
,1258208-1-0238040331,1258208
MC.AMD105126@0124014908,,6502417
,1679225-1-0238040058,1679225
,1175238-1-0238038096,1175238
MC.AMD105139@0124008436,,1003249
MC.AMD105140@0123911565,,6130616
,2565639-1-0238042150,2565639
MC.AMD105155@0124011428,,6864947
,2816165-1-0238038738,2816165
MC.160173@1075690964,,2346199
MC.159655@1075678876,,3928168
MC.157146@1076253438,,9348278
MC.AMD104466@0123907241,,8882217
MC.156451@1075641595,,4492587
,2937528-1-0238041698,2937528
MC.154785@1076254387,,5888377
,1306449-1-0238040430,1306449
MC.158217@1075679159,,8944748
MC.AMD104542@0123861744,,3202773
,2394312-1-0238095592,2394312
,2873076-1-0238096564,2873076
,2275467-1-0238038587,2275467
,1317753-1-0238095800,1317753
MC.160369@1075680615,,5420613
MC.AMD104636@0124011457,,8203752
,2800557-1-0238038104,2800557
MC.160194@1076254038,,2636944
,1868984-1-0238038049,1868984
,2462944-1-0238095159,2462944
MC.AMD104680@0123861705,,3991760
MC.163108@1082087081,,3866527
MC.155463@1075690810,,9458849
MC.162977@1082087119,,6999721
MC.AMD104748@0124013674,,4908437
MC.156676@1075678603,,3971124
,1060498-1-0238094305,1060498
,1252282-1-0238038918,1252282
,2038936-1-0238061940,2038936
,2375525-1-0238096675,2375525
,1587720-1-0238038172,1587720
,1910006-1-0238038878,1910006
MC.160866@1075678836,,7034746
,1275724-1-0238041775,1275724
,1329550-1-0238095624,1329550
MC.159176@1075690402,,4724789
MC.AMD105006@0123861517,,4553539
MC.158729@1075678862,,7865333
,2067763-1-0238040462,2067763
MC.AMD105012@0123909058,,1620313
MC.161265@1075680496,,1082583
MC.AMD105116@0123910199,,5750614
MC.AMD105169@0123910898,,5472792
,2331106-1-0238094328,2331106
,1100787-1-0238041384,1100787
,1754313-1-0238038090,1754313
,2499990-1-0238038159,2499990
,2127675-1-0238039423,2127675
,2666221-1-0238041582,2666221
MC.158374@1075678309,,7821240
MC.AMD105304@0124010911,,9427386
,1128209-1-0238094587,1128209
MC.158480@1075642489,,4776174
,1655498-1-0238095733,1655498
,1607867-1-0238042241,1607867
,1647834-1-0238040096,1647834
,2325845-1-0238038372,2325845
MC.AMD105373@0123911446,,9633754
,2915254-1-0238038133,2915254
MC.AMD105388@0123861484,,9189828
MC.AMD105394@0123908859,,3772935
MC.AMD105425@0124011075,,6100307
,2111334-1-0238041434,2111334
MC.160663@1075679165,,3673159
,1012979-1-0238095512,1012979
MC.157798@1075691387,,7301837
,2018386-1-0238095048,2018386
MC.158181@0123948137,,5802376
,1415758-1-0238061586,1415758
MC.AMD105268@0123861781,,9845812
MC.160542@1075678578,,5170747
MC.157313@1075641891,,5281783
MC.161214@1076253954,,9464563
,1561937-1-0238038550,1561937
,2572105-1-0238061548,2572105
,2465669-1-0238094505,2465669
MC.AMD105336@0123907439,,8585741
,1838931-1-0238041603,1838931
,2987158-1-0238094596,2987158
MC.AMD105361@0123890467,,5082536
,2869227-1-0238039036,2869227
,1867335-1-0238040429,1867335
MC.AMD105481@0123909362,,2647437
MC.AMD105482@0124011415,,4821629
,2456626-1-0238038839,2456626
,2382334-1-0238041140,2382334
,2528016-1-0238042437,2528016
,2499998-1-0238040508,2499998
MC.AMD105497@0124011499,,3028326
MC.AMD105500@0123911172,,9719603
,1381497-1-0238038767,1381497
,1677487-1-0238095317,1677487
,1119474-1-0238038603,1119474
MC.155758@1075679068,,1151535
,2265940-1-0238042500,2265940
,2747976-1-0238039620,2747976
