EXOME_PHASE1_ID,EXOME_PHASE2_FULL_ID,SCH10411_ESID
,2230799-1-0224008808,2230799
,1005599-1-0224009395,1005599
MC.AMD135856@0123910925,,4169627
,1259227-1-0238042934,1259227
MC.157602@1076254329,,7541970
,1658093-1-0238038066,1658093
MC.160692@1075680555,,7402101
,1997388-1-0238042511,1997388
,2933199-1-0238094307,2933199
,2893546-1-0238040819,2893546
,1522056-1-0238096290,1522056
,2816235-1-0238061499,2816235
,1791481-1-0238041792,1791481
MC.AMD105712@0123911205,,9722927
MC.AMD105715@0124011395,,8031671
MC.AMD105719@0123911405,,9125604
MC.AMD105720@0123861137,,8288217
MC.157664@1075641679,,4390957
,1301077-1-0238038763,1301077
MC.AMD105814@0123890894,,7018136
MC.163187@1082087061,,7980041
MC.AMD105823@0123911583,,1851939
MC.AMD105836@0124011390,,7680811
,2665937-1-0238041409,2665937
MC.159759@1075680778,,7498036
MC.157818@1075678481,,1052135
,2930573-1-0238039602,2930573
,2980677-1-0238095034,2980677
MC.AMD106062@0123908293,,8765948
MC.AMD106132@0123911204,,3002708
MC.157455@1076253434,,4975929
MC.AMD106137@0124010971,,2506235
MC.157665@1075676785,,8377414
,1219574-1-0238038521,1219574
,1944496-1-0238038672,1944496
MC.AMD106156@0123907396,,6123756
,1817714-1-0238041333,1817714
,2201831-1-0238038038,2201831
MC.AMD106178@0123907286,,2688388
,2942443-1-0238042864,2942443
MC.163080@1082086984,,2506130
,2820786-1-0238038683,2820786
MC.AMD106202@0124011405,,8070127
,2346834-1-0238062227,2346834
MC.AMD106221@0124011373,,9225529
,1011043-1-0238060712,1011043
,1582128-1-0238096708,1582128
,1205722-1-0238094246,1205722
,2805824-1-0238095636,2805824
,1613438-1-0238040049,1613438
,1850288-1-0238038250,1850288
,2009103-1-0238060700,2009103
,2407483-1-0238040778,2407483
,2829533-1-0238096318,2829533
MC.AMD105578@0123890491,,9372392
MC.AMD105631@0123908743,,6714338
,1605905-1-0238038964,1605905
MC.AMD105638@0123910200,,9670581
MC.160538@1075690813,,1422312
MC.AMD105659@0123890650,,7501127
MC.158837@1076254651,,2184338
MC.AMD135901@0124009835,,6269411
MC.AMD105681@0123861265,,6015171
MC.AMD105688@0124010043,,8037837
,2344808-1-0238041398,2344808
MC.AMD105734@0123861020,,4401527
MC.AMD105739@0123907438,,7587475
,2552054-1-0238040764,2552054
MC.157456@1075690366,,3568067
,1726881-1-0238094159,1726881
,2145563-1-0238096001,2145563
MC.159499@1076254419,,7436277
MC.157204@1075680138,,4174622
MC.161297@1076253991,,6671684
MC.AMD105762@0123909261,,5902596
MC.AMD105862@0124010050,,4603072
,1025718-1-0238039080,1025718
MC.AMD137586@0124015171,,5143392
MC.AMD105892@0123909859,,3447395
MC.AMD105893@0123861799,,9350737
MC.AMD105947@0123890734,,2997970
MC.AMD105957@0123861758,,2558350
MC.163163@1082086934,,9736595
MC.AMD105977@0124010948,,6855324
MC.AMD105987@0123910503,,1826221
MC.161073@1075642254,,5896794
MC.157193@1075642485,,2858725
MC.AMD106015@0123861812,,4858890
MC.AMD106019@0123911481,,8921335
,2613802-1-0238038687,2613802
,2639628-1-0238095139,2639628
,1153243-1-0238061446,1153243
MC.AMD106076@0123890315,,3707478
MC.AMD106085@0123911140,,5018981
MC.AMD106105@0123890343,,2073382
,2596219-1-0238042515,2596219
MC.AMD106116@0123907255,,1831960
MC.157706@1075690326,,3291330
MC.AMD137587@0124015138,,2340269
,2460558-1-0238038431,2460558
,1172821-1-0238096750,1172821
,1636202-1-0238041426,1636202
,1744602-1-0238040188,1744602
MC.159741@1075690463,,9671837
MC.AMD106297@0123860945,,7187713
,2468508-1-0238038089,2468508
,2401350-1-0238040055,2401350
MC.AMD106421@0123908812,,7570929
,2972068-1-0238040642,2972068
MC.AMD106431@0124008427,,3754877
MC.159577@1075677144,,1014185
MC.AMD136059@0124010972,,2377575
,2028428-1-0238061248,2028428
MC.155701@1075680639,,1022203
,1153744-1-0238042852,1153744
,2923780-1-0238040223,2923780
MC.163099@1082087064,,5600739
MC.AMD106461@0123861858,,3507181
,2667314-1-0238042436,2667314
,2486869-1-0238096597,2486869
MC.AMD106504@0123911692,,6032912
MC.AMD136086@0123910485,,9116501
,2277176-1-0238038750,2277176
,1873279-1-0238042942,1873279
MC.154386@1075680161,,1274391
,2655897-1-0238040886,2655897
,2886744-1-0238041453,2886744
,1919120-1-0238039807,1919120
MC.AMD106339@0123890242,,6470753
MC.160850@1075679143,,3848357
MC.159004@1076253486,,4408010
MC.AMD106349@0123889479,,2030023
,1226786-1-0238061409,1226786
,2221697-1-0238038494,2221697
MC.AMD106364@0123911576,,9158658
MC.AMD106368@0124011364,,9739313
MC.159156@1076254554,,7810329
,1562913-1-0238041973,1562913
,2007820-1-0238040825,2007820
,1124159-1-0238038664,1124159
MC.AMD136074@0123908347,,2929402
MC.158150@1075642231,,3566477
,1620436-1-0238096277,1620436
MC.158538@1075690174,,5467139
MC.AMD106556@0123909130,,6574796
,2718589-1-0238041054,2718589
MC.158138@1075678404,,3709408
,1945041-1-0238039670,1945041
MC.AMD106580@0123889534,,2669194
MC.AMD136116@0123909355,,5763980
MC.AMD106645@0124013681,,3453367
MC.159841@1075690143,,5657319
,1612786-1-0238042327,1612786
,2667830-1-0238038545,2667830
,2135198-1-0238040992,2135198
,1128828-1-0224008211,1128828
,1304730-1-0238096089,1304730
MC.163129@1082087095,,6993642
,1277212-1-0238042626,1277212
MC.158608@1075690759,,8432029
MC.AMD106718@0123910181,,8862670
,2443831-1-0238096031,2443831
,2776208-1-0238041759,2776208
,2245178-1-0238038885,2245178
,1567014-1-0238061377,1567014
,1906474-1-0238041029,1906474
MC.159714@1075690547,,3753620
MC.159093@1075680130,,7172935
MC.160935@1075678500,,6279133
,1224727-1-0238038659,1224727
,2650199-1-0238041605,2650199
MC.161153@1075678890,,1203246
,1945302-1-0238039780,1945302
MC.AMD106837@0123907482,,4063768
,1200870-1-0238096201,1200870
MC.163057@1082087105,,9210535
MC.160204@1075680123,,5557527
,1002735-1-0238061869,1002735
MC.AMD106952@0123890379,,2544807
MC.AMD106954@0123890533,,7031395
MC.AMD106956@0124011370,,4230738
,2849209-1-0238042259,2849209
,2127403-1-0238039778,2127403
MC.156675@1075642460,,8031283
MC.AMD106981@0123861603,,5852397
MC.159312@1075641603,,6448124
,1604410-1-0238096330,1604410
,2539258-1-0238040505,2539258
MC.AMD106998@0123861489,,6817579
MC.157788@1075690495,,8592829
,2401818-1-0238040900,2401818
,2289602-1-0238041845,2289602
MC.AMD107121@0123909567,,5929590
MC.AMD107125@0124011435,,9623361
MC.AMD107171@0123909835,,6172055
MC.AMD107180@0123909406,,7929141
MC.AMD107190@0123909595,,2671516
MC.161239@0123948263,,7588427
MC.AMD107200@0123890345,,8060859
,1666952-1-0238039707,1666952
MC.AMD107249@0124011200,,9301648
,1331615-1-0238061658,1331615
MC.AMD107259@0123911372,,8338926
MC.AMD100054@0123889755,,2314224
,2277648-1-0238040446,2277648
,1479743-1-0238039766,1479743
MC.AMD107269@0124013458,,2503868
MC.AMD136329@0123861523,,8844246
,1930694-1-0238041290,1930694
,2481864-1-0238040405,2481864
MC.155096@1076254339,,7525304
MC.AMD107336@0123909589,,9636902
MC.AMD136359@0123909837,,7077260
MC.160627@1075680596,,1011623
MC.AMD107341@0123890406,,6602082
MC.159061@1075642284,,3887379
MC.AMD107344@0123910854,,8544331
,1256040-1-0238038537,1256040
MC.155989@1075678988,,3478585
,1332255-1-0238095752,1332255
,2872800-1-0238096874,2872800
,1854949-1-0238040027,1854949
,1364422-1-0238095828,1364422
MC.160327@1075678572,,2850383
MC.AMD106701@0124009825,,2973468
MC.AMD106704@0124009849,,1126125
MC.162999@1082086348,,3956866
MC.155404@1075691359,,7437648
,1486660-1-0238038276,1486660
MC.AMD106766@0123861012,,5234960
MC.AMD106768@0123861193,,6530629
MC.163176@1082087053,,4894406
,1001143-1-0238038030,1001143
MC.158112@1075714881,,7009398
,1234092-1-0238062264,1234092
MC.AMD106792@0123911612,,1777511
MC.AMD106852@0123890246,,3703501
,1261933-1-0238039246,1261933
MC.156217@1075680535,,7422790
,1486410-1-0238039673,1486410
MC.AMD106887@0123861060,,4984059
,2129361-1-0238042313,2129361
MC.159999@1075678813,,1754986
,1915936-1-0238041722,1915936
MC.157350@1075642123,,1500328
,2292338-1-0238038570,2292338
,1328832-1-0238042169,1328832
MC.AMD106918@0124011330,,5820734
MC.158076@1075680756,,2658234
,2315802-1-0238039548,2315802
MC.AMD107032@0124011549,,6886397
MC.AMD107044@0124009836,,8316629
MC.AMD107077@0123889990,,8089339
,2559603-1-0238040184,2559603
,1943091-1-0238038442,1943091
,1697779-1-0238061977,1697779
MC.AMD107136@0124010048,,2891277
MC.161061@1075679045,,5326794
MC.161066@1075642124,,6902489
,2114480-1-0238040981,2114480
MC.AMD107153@0123907428,,5847463
,2993482-1-0238096847,2993482
,2234607-1-0238041400,2234607
,1143368-1-0238094581,1143368
,2449766-1-0238041459,2449766
MC.AMD107233@0124011229,,4298491
MC.155100@1075641485,,9456985
,1951128-1-0238096469,1951128
MC.AMD107240@0123907281,,8354909
,2163363-1-0238061297,2163363
MC.AMD107297@0123911156,,2765387
,2621759-1-0238041435,2621759
,1921869-1-0238039264,1921869
MC.AMD107327@0124010124,,2338741
,1578563-1-0238039686,1578563
,1965573-1-0238038386,1965573
,2860081-1-0238039891,2860081
,2153639-1-0238040924,2153639
,2645431-1-0238096890,2645431
MC.159789@1076254323,,5851046
MC.AMD107468@0123909878,,2013924
MC.AMD107471@0123861093,,7167240
MC.158633@1075678848,,3956007
,1937002-1-0238038374,1937002
MC.AMD107493@0123911237,,1375726
MC.157292@1076254340,,4827138
MC.AMD107532@0124011021,,3609604
MC.159091@1075690281,,4548115
,1698848-1-0238094353,1698848
MC.163031@1082086977,,8404319
MC.154460@1075714940,,9714611
,1379246-1-0238094167,1379246
MC.AMD107612@0124011333,,8673142
,1747259-1-0238094304,1747259
MC.AMD107627@0123909141,,5878767
,2554225-1-0238039957,2554225
MC.AMD107357@0123908969,,1469688
MC.AMD107358@0123908855,,1280266
MC.158990@1075680647,,2603158
MC.159851@1075642133,,4956650
,2739867-1-0238039386,2739867
MC.AMD107396@0123910480,,1903301
MC.AMD107407@0124010061,,7513680
,2227432-1-0238096903,2227432
MC.158491@1075641578,,8216695
,1640258-1-0238095997,1640258
MC.159356@1076253557,,1347684
,1733211-1-0238095463,1733211
,1139486-1-0238095220,1139486
MC.158229@1075642397,,7425805
,2877801-1-0238094120,2877801
,2186316-1-0224009310,2186316
MC.AMD107569@0123861623,,5256486
,1960640-1-0238094112,1960640
MC.159558@1075680582,,8882356
MC.AMD107643@0123908873,,4056945
MC.159776@1075641400,,7076672
MC.159246@1076254693,,1581393
MC.AMD107662@0124011473,,3225392
,1404620-1-0238042358,1404620
MC.159304@1076253993,,4692514
MC.AMD107705@0124011037,,6226693
,1482304-1-0238041415,1482304
,2084954-1-0238095124,2084954
,2818627-1-0238095107,2818627
,1752963-1-0238040118,1752963
MC.156957@1075691133,,4597537
,2033786-1-0238095203,2033786
MC.157666@1075641401,,6110243
MC.158672@1075678749,,2236552
,1195524-1-0238095340,1195524
,2150696-1-0238040906,2150696
,2271317-1-0238038486,2271317
,1462726-1-0238062216,1462726
,2138045-1-0238038081,2138045
,2023644-1-0238096210,2023644
,1309752-1-0238040767,1309752
,1071589-1-0238096545,1071589
MC.159195@1075690527,,7024379
MC.AMD107808@0123909053,,3611527
MC.160707@1075690121,,9208036
,2066304-1-0238038192,2066304
,1992767-1-0238041110,1992767
,1356958-1-0238039676,1356958
MC.160066@1075642097,,4225451
MC.AMD107941@0123909581,,6711095
MC.AMD107948@0123911430,,5273869
MC.AMD107957@0123890828,,4331071
MC.157192@1075678120,,4209310
MC.AMD107970@0123908824,,3189728
MC.AMD107971@0123911490,,6688243
,2567930-1-0238039961,2567930
MC.AMD108066@0124009866,,4538389
MC.AMD108068@0123890262,,1022851
MC.157309@1076254360,,2444671
,1822065-1-0238038228,1822065
MC.159205@1075680760,,7908786
,2456230-1-0238096553,2456230
MC.AMD108080@0123908920,,1396032
MC.158162@1075690322,,6418462
MC.AMD108102@0123911491,,7620111
MC.AMD136676@0123861369,,5508350
MC.161118@1075690266,,2984451
,2398296-1-0238042231,2398296
MC.AMD108165@0123861148,,2501440
MC.157705@1075690522,,7565079
MC.159515@1075642470,,7944958
,2621201-1-0238041040,2621201
,2685917-1-0238096192,2685917
,1719568-1-0238039365,1719568
MC.161259@1076254379,,9121175
,2348994-1-0238041003,2348994
,2061045-1-0238061936,2061045
,2395547-1-0238095428,2395547
,2219600-1-0238042432,2219600
,2348989-1-0238041742,2348989
MC.AMD108287@0123910906,,2410874
,1124989-1-0238039902,1124989
MC.157305@1075678097,,6878099
,2855904-1-0238040258,2855904
MC.158763@1075680364,,3579776
,2549984-1-0238039645,2549984
MC.157858@1075642088,,3004152
MC.AMD136791@0124010067,,4564277
,2177203-1-0238042397,2177203
MC.163146@1082086970,,3585657
,2545534-1-0238096205,2545534
MC.161333@1075678430,,2616480
,1716482-1-0238039159,1716482
,1681668-1-0238096899,1681668
,1275962-1-0238095831,1275962
,2318841-1-0224009453,2318841
,1279470-1-0238038236,1279470
,1220208-1-0238042723,1220208
,2522039-1-0238042801,2522039
,2276443-1-0238094217,2276443
,2182468-1-0238062223,2182468
,2208047-1-0238041837,2208047
MC.AMD137590@0124015119,,5997504
,2444030-1-0238096754,2444030
,1681373-1-0238096908,1681373
,2029699-1-0238041804,2029699
,2597154-1-0238040515,2597154
,2746824-1-0238061404,2746824
,1094977-1-0238041643,1094977
,1011758-1-0238039658,1011758
MC.163155@1082087079,,5192906
MC.AMD107829@0123911600,,5298839
MC.158767@1076254940,,1220259
MC.158751@1075680132,,6554367
MC.AMD107845@0123890366,,5234653
MC.161137@1075678834,,1476262
MC.158406@1076254938,,2360670
MC.157929@1075641612,,7062795
,1984805-1-0238040091,1984805
MC.160357@1075641659,,7260396
,2942659-1-0238041677,2942659
MC.155854@1075642444,,5649574
,1803384-1-0238039820,1803384
MC.AMD107896@0123910934,,9585739
MC.AMD107909@0123861109,,5192166
,2662558-1-0238040849,2662558
,1593577-1-0238039459,1593577
MC.157967@1075691072,,7206693
MC.160855@1075641526,,6360287
,1880652-1-0238096309,1880652
MC.158578@1075641497,,3935038
MC.AMD108011@0123890409,,6106538
,2206187-1-0224008231,2206187
,2932824-1-0238039545,2932824
MC.157690@1075680518,,5278877
MC.AMD108032@0123908865,,5904382
MC.156798@1075680546,,4234194
MC.161049@1075678833,,6579365
MC.AMD108045@0124014910,,7147647
MC.AMD108052@0123860969,,1185851
MC.160686@1075680072,,3983542
,2565217-1-0238042034,2565217
MC.AMD108114@0123909829,,5665949
MC.159751@1075642147,,8605910
,1276092-1-0238094301,1276092
MC.156410@1075680532,,7897108
MC.158186@1075679063,,4231320
,1022444-1-0238096700,1022444
MC.AMD108143@0123890813,,4019243
MC.AMD108148@0124010107,,3822646
MC.159351@1075641904,,1321219
,2006572-1-0238039339,2006572
MC.AMD108190@0123909086,,1440394
MC.160342@1076254150,,3187142
,2893165-1-0238038353,2893165
,2155196-1-0238039062,2155196
MC.AMD108209@0123890237,,2920534
MC.157645@1075690678,,4065197
MC.159212@1075678750,,4394986
,1401600-1-0238095037,1401600
,2064058-1-0238039457,2064058
MC.AMD108343@0123861413,,6184521
MC.160003@1075642463,,3478237
MC.160583@1075676761,,7919658
MC.AMD108395@0124010900,,9762299
,1952477-1-0238042242,1952477
,1677798-1-0238042577,1677798
,1947230-1-0238095665,1947230
MC.AMD108419@0123911465,,8354795
,1817435-1-0238039354,1817435
MC.158574@1075678990,,4377640
MC.AMD108450@0123911511,,1331677
MC.AMD108455@0123911606,,8754589
MC.158626@1075680609,,5938040
MC.158738@1075678982,,2657206
MC.160184@1075638204,,9520715
,1347407-1-0238096442,1347407
MC.AMD108434@0124011099,,8687523
,2813791-1-0238095999,2813791
MC.163086@1082087097,,4638871
MC.154820@1075680490,,3266217
MC.160039@1076254013,,9077195
,2384196-1-0238061624,2384196
,1166582-1-0238061553,1166582
MC.AMD108522@0123861675,,5944205
MC.158419@0123948259,,4370712
,1425984-1-0238094215,1425984
,2623771-1-0238096417,2623771
,1475569-1-0238096621,1475569
,2845833-1-0238041312,2845833
MC.160924@1075642479,,5143946
MC.159571@1076254973,,8702412
,1634118-1-0238040965,1634118
MC.160000@1075679013,,3144759
,2144437-1-0238038579,2144437
,2871627-1-0238042816,2871627
MC.158498@1075680457,,8941369
MC.AMD108649@0123890318,,7743908
MC.159579@1075690829,,1608281
MC.157578@1075678718,,1756461
,2886154-1-0238038512,2886154
MC.159697@1075642151,,3495077
,1025836-1-0238040570,1025836
MC.157352@1075642464,,3191527
MC.161236@1075641915,,2732665
MC.AMD108757@0123890871,,7895182
,2848739-1-0238061538,2848739
MC.AMD108761@0123909213,,3547422
MC.AMD108764@0123909123,,2190875
MC.AMD108836@0123909194,,6728819
MC.AMD108847@0123890539,,7007707
,1919787-1-0238040522,1919787
MC.AMD108855@0123907446,,8422630
MC.159130@1075679128,,2807011
MC.AMD108869@0123861341,,1142748
MC.AMD137004@0123890823,,2037425
MC.AMD108886@0123910939,,8552976
,1417342-1-0238061552,1417342
,2957230-1-0238061341,2957230
MC.AMD137021@0123890354,,5301415
MC.160494@1075641596,,6071015
,1295220-1-0238040783,1295220
,1450372-1-0238061723,1450372
,1874268-1-0224008248,1874268
,2033073-1-0238096389,2033073
MC.AMD109008@0123911616,,7865396
MC.AMD109010@0123890220,,6034995
,2353413-1-0238038461,2353413
,2398217-1-0238061955,2398217
,2974220-1-0238042562,2974220
MC.AMD109042@0123908309,,8078907
MC.AMD109045@0124010038,,3055694
MC.159316@1075678883,,1769705
MC.158625@1075642064,,6658280
,2012530-1-0238095991,2012530
,1510641-1-0238061469,1510641
MC.AMD109102@0124010101,,9181295
,2177723-1-0238038781,2177723
MC.158005@1075678736,,7876132
,2733241-1-0238039232,2733241
MC.157869@1075642178,,9656668
,2468586-1-0238040596,2468586
MC.AMD109300@0124011054,,7600039
MC.AMD109302@0123911628,,3277376
,1927679-1-0238040706,1927679
,1983094-1-0224009283,1983094
MC.158505@1076253447,,1547393
MC.AMD109356@0123908756,,7626048
MC.AMD109357@0123911264,,3408850
,2532216-1-0238061285,2532216
MC.AMD109380@0123909166,,6556643
,1602586-1-0238095630,1602586
,2616873-1-0224009433,2616873
MC.AMD137594@0124015134,,4241624
MC.AMD108485@0123908385,,3925911
MC.157415@1075680085,,5869592
,1870704-1-0238042376,1870704
MC.155438@1075642461,,1351658
MC.AMD108545@0123861626,,7390771
MC.160893@1075690167,,9318128
MC.AMD108554@0123890208,,1537365
,2177225-1-0238041736,2177225
MC.158192@1075678935,,3685831
MC.AMD108564@0123861589,,5429342
MC.154768@1076254307,,8614491
,2563752-1-0238061903,2563752
MC.AMD108579@0123908895,,7055343
MC.160820@1075642289,,5605636
MC.160465@1076254646,,4744615
MC.AMD108597@0124011025,,3213624
MC.159557@1075679087,,3608459
MC.158160@1075690582,,2735101
MC.AMD108703@0123859612,,5095999
MC.AMD108710@0123889444,,1341996
MC.160015@1075680125,,6642781
MC.AMD108721@0123908792,,7919695
,2588324-1-0238061853,2588324
,1651067-1-0238061564,1651067
MC.163036@1082087034,,2317130
,2359045-1-0238041757,2359045
,2276692-1-0238095485,2276692
,2137952-1-0238094634,2137952
MC.159648@1075680813,,2604481
MC.AMD108829@0123890392,,8265770
MC.157660@1076253980,,5898490
MC.154427@1075691408,,6855074
,1542475-1-0224009268,1542475
MC.AMD108971@0123890941,,9737595
,2511790-1-0238038506,2511790
MC.157595@1075679126,,5839629
MC.161268@1075680629,,3177219
MC.AMD108984@0123909267,,4383077
MC.AMD108989@0123909264,,2336616
MC.AMD109002@0123908744,,8530014
MC.AMD109003@0123890543,,1583634
,2712865-1-0238040337,2712865
MC.158828@1075714959,,8668040
,2663277-1-0238094187,2663277
,2104840-1-0238039855,2104840
MC.AMD109073@0124010129,,3635447
,2984859-1-0238061974,2984859
,2202065-1-0238096950,2202065
,1808734-1-0238094146,1808734
,2769547-1-0238038510,2769547
MC.159037@1075678487,,5288693
,1492602-1-0238095971,1492602
MC.AMD137116@0123890788,,1843487
,1335135-1-0238061435,1335135
MC.AMD109138@0123890923,,9362024
,2622916-1-0238061287,2622916
MC.AMD109149@0123910853,,2691482
MC.AMD109162@0124009914,,4516936
MC.AMD137140@0123889823,,6240408
,2323416-1-0238040690,2323416
MC.160901@1075641402,,7239749
MC.157265@1075679064,,2291638
MC.158546@1075690442,,8050612
MC.158454@1075680861,,6267949
MC.158935@1076254632,,7914000
,2380758-1-0238062030,2380758
MC.162916@1082087038,,9050671
MC.AMD109337@0123890617,,7067877
,2503242-1-0238094940,2503242
MC.159049@1076255004,,9959839
MC.AMD109388@0124011386,,5968132
MC.158081@1075641858,,1677886
,1528342-1-0238039387,1528342
,1287951-1-0238095922,1287951
MC.160410@1075641996,,5435336
MC.158357@1075642235,,4138365
MC.AMD109486@0124011412,,2683300
MC.159936@1075642205,,3307954
,1744735-1-0238061306,1744735
,1018308-1-0238041340,1018308
,1548019-1-0238038945,1548019
MC.AMD109518@0124011299,,8238087
MC.AMD109572@0123889294,,3752035
,1830411-1-0238040598,1830411
MC.157346@1075690223,,4237267
MC.161188@1075679092,,3352860
,2697865-1-0238041990,2697865
,1401512-1-0238095674,1401512
,1703520-1-0238062141,1703520
,2773168-1-0238095932,2773168
MC.AMD137655@0124014205,,7433924
,1966949-1-0238096762,1966949
MC.AMD109459@0123910885,,9452479
MC.161082@1075690461,,4756900
MC.160213@1075641701,,9648750
,1144333-1-0238061715,1144333
MC.161110@1075678388,,3642938
,1141295-1-0238095166,1141295
,1824291-1-0238039712,1824291
MC.160271@1075642451,,2178820
MC.AMD109605@0123889784,,7665236
MC.AMD109617@0124010047,,3508609
,2506473-1-0238095265,2506473
,1603440-1-0238040542,1603440
MC.AMD109628@0124011417,,3818117
MC.AMD109640@0124011177,,9910971
MC.160503@1075679056,,3166223
,2042264-1-0238040479,2042264
MC.AMD109714@0124010146,,4544952
MC.AMD109715@0123909164,,3699532
MC.156085@1075678817,,9437437
,2231614-1-0238041305,2231614
,2761677-1-0238095245,2761677
MC.159817@1075641997,,9464483
MC.158994@1075691437,,1175068
MC.158488@1075679116,,6438187
MC.AMD109787@0124011472,,6618875
MC.AMD109792@0123908836,,4562687
MC.AMD109794@0124010142,,6800734
,1192159-1-0238041284,1192159
,2142261-1-0238038931,2142261
MC.159718@1075641444,,8600430
MC.157815@1076254496,,4161956
MC.AMD109894@0123910916,,6144124
MC.160600@1075691082,,2150964
,1923247-1-0238039376,1923247
MC.AMD109907@0123890228,,5767039
MC.AMD109916@0123861832,,3365723
MC.AMD110017@0123861424,,9879405
,2554511-1-0238095751,2554511
,2933813-1-0238096493,2933813
,1028522-1-0238039776,1028522
,1333739-1-0238039370,1333739
MC.AMD110033@0124011372,,6985324
MC.158430@1075690591,,1142250
,2047204-1-0238042282,2047204
,1152235-1-0224008201,1152235
MC.163017@1082087026,,5622435
MC.159742@1075678227,,1738449
,1105146-1-0238095738,1105146
,1420869-1-0238038168,1420869
,2826251-1-0238040671,2826251
MC.AMD110187@0123909240,,8252576
MC.AMD110190@0123890565,,8311608
,1633302-1-0238096767,1633302
,1124893-1-0238096837,1124893
,1845431-1-0238095126,1845431
MC.159133@1075680772,,9545657
,1305794-1-0238094132,1305794
,2527639-1-0238096666,2527639
,2371623-1-0238042410,2371623
MC.158530@1076255001,,4803476
MC.AMD110315@0123911248,,6133646
,2405447-1-0238041737,2405447
MC.162910@1082087022,,8795329
MC.157250@1076254959,,4118614
MC.AMD110449@0123861184,,8936409
,2885635-1-0238096567,2885635
,1386635-1-0238039587,1386635
MC.AMD110476@0123890548,,1447112
MC.AMD110479@0123911440,,4206738
MC.AMD110480@0123911243,,1147102
MC.AMD110509@0123909169,,7984717
,2584224-1-0238096211,2584224
MC.AMD110583@0123861580,,7701982
MC.AMD110584@0123908278,,9284773
MC.AMD110594@0123910507,,3557577
MC.AMD110645@0123909514,,6613764
MC.157998@1075678099,,7534040
,2290375-1-0238060626,2290375
MC.AMD110663@0123861777,,1634557
MC.AMD110666@0123910245,,3293746
MC.161370@1075679186,,8880562
,2889663-1-0238038681,2889663
MC.AMD110781@0124010052,,7296864
MC.159074@1075641404,,6231541
MC.AMD110785@0123861281,,9699097
MC.154827@1075642482,,2932598
MC.160633@1075641606,,5093840
MC.160672@1075678563,,3122189
,2195281-1-0238041942,2195281
MC.159802@1075679177,,3336433
,2112669-1-0238041649,2112669
MC.159703@1076254665,,7730566
MC.AMD110935@0123909135,,2244821
MC.158939@1075688840,,8379743
MC.AMD109741@0123909360,,9676409
MC.157367@1075680860,,1382995
MC.160035@1075641445,,6851221
MC.AMD109755@0123889378,,5882634
,1656561-1-0238095467,1656561
,2972004-1-0238042996,2972004
,1907293-1-0238095262,1907293
MC.AMD109829@0123861666,,4059206
MC.160452@1075678316,,3524818
MC.157691@1075641884,,2687980
,1211925-1-0238038465,1211925
MC.AMD109865@0123890497,,4944806
,1232345-1-0224009505,1232345
MC.AMD109871@0124011112,,2491128
,1881846-1-0238094297,1881846
MC.158139@1075641615,,3200219
,2856481-1-0224008821,2856481
,1692115-1-0238038835,1692115
MC.161180@1075678976,,3473872
,2757663-1-0238038900,2757663
,2083778-1-0238043009,2083778
,2933219-1-0238041472,2933219
MC.AMD109959@0123908999,,5738517
MC.161395@1075679016,,8368730
MC.158784@1075678156,,9458497
,2445456-1-0238040005,2445456
,1021656-1-0238038955,1021656
MC.159960@1075680782,,5479036
,2075726-1-0238094263,2075726
,2988841-1-0238042453,2988841
,2612750-1-0238039775,2612750
,1681936-1-0238041699,1681936
,1302326-1-0238060676,1302326
MC.157478@1075678343,,4755832
MC.160650@1076254006,,8463844
MC.160612@1075641469,,9406828
MC.158708@1075642433,,5534737
,2252184-1-0238094148,2252184
MC.160378@1075641523,,7117583
,1396872-1-0238042939,1396872
MC.159775@0123948142,,8931485
,2300655-1-0224008796,2300655
MC.158333@1075690305,,8263107
,2782852-1-0238039125,2782852
MC.157434@1075678173,,3279050
MC.159055@1075677111,,2763164
MC.157359@1075680757,,6227487
MC.158857@1076253394,,5621287
,2549471-1-0238040875,2549471
,2935418-1-0238041778,2935418
,1846107-1-0238039694,1846107
,2970860-1-0238040664,2970860
MC.AMD110425@0124011041,,7849084
,2790642-1-0238095060,2790642
MC.AMD110521@0123889948,,2784805
MC.AMD110531@0123908399,,2176628
,1848330-1-0238042220,1848330
MC.161140@1075679079,,8623309
MC.AMD110552@0124014898,,6167629
,1913425-1-0238094290,1913425
MC.157246@1075680897,,9744432
MC.157726@1075642201,,4910378
MC.159688@1075641363,,1432154
,1312799-1-0238041085,1312799
MC.156160@1075678615,,7638376
,1263202-1-0238061704,1263202
,1777129-1-0238042859,1777129
MC.AMD110728@0123890426,,4957532
MC.AMD137602@0124015124,,5712395
,2120022-1-0238096202,2120022
,1167941-1-0238094272,1167941
MC.158542@1075680752,,7546904
MC.AMD100194@0124011115,,6176433
MC.AMD110761@0124011124,,7744118
MC.AMD110857@0123908271,,6282664
,1316261-1-0224008196,1316261
MC.161014@1075678415,,9452413
,1864551-1-0238041810,1864551
,1264869-1-0238040089,1264869
MC.159180@1075690446,,3861938
MC.157416@1075641893,,1282833
MC.160082@1075678111,,1468843
,1954986-1-0238041291,1954986
MC.157351@1075680449,,5805218
MC.161011@1076254661,,6750640
MC.160227@1075679203,,4837721
MC.159761@1075678839,,6016588
MC.AMD110964@0124011483,,1729654
MC.AMD110972@0123909294,,6567143
,2925347-1-0238040249,2925347
MC.155728@1075678601,,5400637
