FID1,IID1,FID2,IID2,RT,EZ,Z0,Z1,Z2,PI_HAT,PHE,DST,PPC,RATIO
MC.AMD102940@0123861500,MC.AMD102940@0123861500,90940,90940,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD102944@0123861080,MC.AMD102944@0123861080,89738,89738,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD102956@0123890449,MC.AMD102956@0123890449,90795,90795,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD102975@0123861826,MC.AMD102975@0123861826,89649,89649,UN,NA,0,0,1,1,-1,0.999983,1,3784
MC.AMD102991@0123908931,MC.AMD102991@0123908931,90157,90157,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD103010@0123861415,MC.AMD103010@0123861415,89725,89725,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD103023@0123911555,MC.AMD103023@0123911555,90184,90184,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD103032@0123909554,MC.AMD103032@0123909554,90881,90881,UN,NA,0,0,1,1,-1,0.999957,1,3811
MC.AMD103034@0123861015,MC.AMD103034@0123861015,90549,90549,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD103041@0123909865,MC.AMD103041@0123909865,91418,91418,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD103069@0124009899,MC.AMD103069@0124009899,90544,90544,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD103074@0123861621,MC.AMD103074@0123861621,90387,90387,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD103075@0124011306,MC.AMD103075@0124011306,90092,90092,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD103079@0124011500,MC.AMD103079@0124011500,90931,90931,UN,NA,2e-04,0.0014,0.9983,0.999,-1,0.999673,1,NA
MC.AMD103081@0123908763,MC.AMD103081@0123908763,89456,89456,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD103103@0123861454,MC.AMD103103@0123861454,91154,91154,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD103104@0123861245,MC.AMD103104@0123861245,89402,89402,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD103114@0124010932,MC.AMD103114@0124010932,89856,89856,UN,NA,0,3e-04,0.9997,0.9999,-1,0.999948,1,NA
MC.AMD103129@0123909008,MC.AMD103129@0123909008,91009,91009,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD103132@0124011541,MC.AMD103132@0124011541,91371,91371,UN,NA,0,0,1,1,-1,0.999974,1,3813
MC.AMD103174@0123861565,MC.AMD103174@0123861565,89845,89845,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD103183@0123890639,MC.AMD103183@0123890639,89617,89617,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD103190@0123908753,MC.AMD103190@0123908753,89648,89648,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD103192@0123889435,MC.AMD103192@0123889435,90778,90778,UN,NA,0,3e-04,0.9997,0.9999,-1,0.999949,1,NA
MC.AMD103216@0124011102,MC.AMD103216@0124011102,89683,89683,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD103243@0123910920,MC.AMD103243@0123910920,90575,90575,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD103255@0124008410,MC.AMD103255@0124008410,90133,90133,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD103289@0124011180,MC.AMD103289@0124011180,89483,89483,UN,NA,0,1e-04,0.9999,0.9999,-1,0.999974,1,NA
MC.AMD103295@0123861208,MC.AMD103295@0123861208,90596,90596,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD103301@0124010983,MC.AMD103301@0124010983,89430,89430,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD103310@0124010042,MC.AMD103310@0124010042,89925,89925,UN,NA,2e-04,0,0.9998,0.9998,-1,0.999966,1,NA
MC.AMD103328@0124011272,MC.AMD103328@0124011272,91316,91316,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD103330@0123911485,MC.AMD103330@0123911485,91241,91241,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD103333@0124011141,MC.AMD103333@0124011141,89577,89577,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD103347@0123859611,MC.AMD103347@0123859611,90173,90173,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD103350@0123890934,MC.AMD103350@0123890934,90918,90918,UN,NA,2e-04,0,0.9998,0.9998,-1,0.999966,1,3790
MC.AMD103365@0123861654,MC.AMD103365@0123861654,91080,91080,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD103395@0124011277,MC.AMD103395@0124011277,89760,89760,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD103410@0124011204,MC.AMD103410@0124011204,89361,89361,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD103414@0123911643,MC.AMD103414@0123911643,90484,90484,UN,NA,0,0,1,1,-1,0.999983,1,3790
MC.AMD103425@0123909046,MC.AMD103425@0123909046,90081,90081,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD103432@0123911625,MC.AMD103432@0123911625,90448,90448,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD103439@0124011118,MC.AMD103439@0124011118,91412,91412,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD103460@0124008460,MC.AMD103460@0124008460,91354,91354,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD103461@0124011276,MC.AMD103461@0124011276,90920,90920,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD103472@0124010995,MC.AMD103472@0124010995,90682,90682,UN,NA,0,2e-04,0.9998,0.9999,-1,0.999957,1,NA
MC.AMD103516@0123909873,MC.AMD103516@0123909873,90266,90266,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD103524@0123908264,MC.AMD103524@0123908264,90326,90326,UN,NA,0,1e-04,0.9999,0.9999,-1,0.999974,1,NA
MC.AMD103527@0124014893,MC.AMD103527@0124014893,91414,91414,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD103532@0123911647,MC.AMD103532@0123911647,89469,89469,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD103540@0123911251,MC.AMD103540@0123911251,89379,89379,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD103542@0123910254,MC.AMD103542@0123910254,89879,89879,UN,NA,2e-04,1e-04,0.9997,0.9997,-1,0.999914,1,NA
MC.AMD103557@0123861507,MC.AMD103557@0123861507,89753,89753,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD103574@0123911706,MC.AMD103574@0123911706,90849,90849,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD103589@0123911538,MC.AMD103589@0123911538,90305,90305,UN,NA,0,0,1,1,-1,0.999974,1,3821
MC.AMD103608@0123909507,MC.AMD103608@0123909507,91029,91029,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD103627@0124013753,MC.AMD103627@0124013753,90486,90486,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD103678@0123861658,MC.AMD103678@0123861658,89961,89961,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD103694@0123909043,MC.AMD103694@0123909043,89615,89615,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD103709@0123861003,MC.AMD103709@0123861003,90764,90764,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD103728@0123909407,MC.AMD103728@0123909407,89817,89817,UN,NA,0,1e-04,0.9999,0.9999,-1,0.999974,1,NA
MC.AMD103743@0123909586,MC.AMD103743@0123909586,91126,91126,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD103773@0123909598,MC.AMD103773@0123909598,89587,89587,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD103775@0123911682,MC.AMD103775@0123911682,90401,90401,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD103799@0123909561,MC.AMD103799@0123909561,90524,90524,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD103800@0124013715,MC.AMD103800@0124013715,89784,89784,UN,NA,0,0,1,1,-1,0.999974,1,3787
MC.AMD103819@0123909854,MC.AMD103819@0123909854,90383,90383,UN,NA,2e-04,0,0.9998,0.9998,-1,0.999966,1,NA
MC.AMD103835@0124011058,MC.AMD103835@0124011058,89929,89929,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD103847@0123861584,MC.AMD103847@0123861584,90179,90179,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD103851@0123861591,MC.AMD103851@0123861591,89892,89892,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD103857@0124008388,MC.AMD103857@0124008388,90200,90200,UN,NA,0,0,1,1,-1,0.999983,1,3806
MC.AMD103878@0124011050,MC.AMD103878@0124011050,90031,90031,UN,NA,0,2e-04,0.9998,0.9999,-1,0.999957,1,NA
MC.AMD103891@0123861383,MC.AMD103891@0123861383,91042,91042,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD103908@0124013683,MC.AMD103908@0124013683,90706,90706,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD103927@0124011438,MC.AMD103927@0124011438,90642,90642,UN,NA,0,2e-04,0.9998,0.9999,-1,0.999966,1,NA
MC.AMD103973@0124010986,MC.AMD103973@0124010986,90996,90996,UN,NA,0,1e-04,0.9999,0.9999,-1,0.999974,1,NA
MC.AMD103993@0124014834,MC.AMD103993@0124014834,89394,89394,UN,NA,2e-04,0,0.9998,0.9998,-1,0.999966,1,3824
MC.AMD103998@0124011284,MC.AMD103998@0124011284,89731,89731,UN,NA,2e-04,0,0.9998,0.9998,-1,0.99994,1,NA
MC.AMD104004@0124011313,MC.AMD104004@0124011313,89621,89621,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD104115@0123861158,MC.AMD104115@0123861158,90208,90208,UN,NA,0,1e-04,0.9999,0.9999,-1,0.999974,1,NA
MC.AMD104122@0123910225,MC.AMD104122@0123910225,91372,91372,UN,NA,0,0,1,1,-1,0.999974,1,3779
MC.AMD104144@0123890217,MC.AMD104144@0123890217,89916,89916,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD104147@0123890848,MC.AMD104147@0123890848,90336,90336,UN,NA,2e-04,0.0023,0.9975,0.9986,-1,0.999525,1,3764
MC.AMD104155@0123889512,MC.AMD104155@0123889512,90514,90514,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD104158@0124011282,MC.AMD104158@0124011282,90043,90043,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD104182@0123909547,MC.AMD104182@0123909547,91233,91233,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD104189@0123890222,MC.AMD104189@0123890222,89685,89685,UN,NA,2e-04,0,0.9998,0.9998,-1,0.999966,1,NA
MC.AMD104209@0124013464,MC.AMD104209@0124013464,90087,90087,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD104213@0123890265,MC.AMD104213@0123890265,89535,89535,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD104217@0123911327,MC.AMD104217@0123911327,90668,90668,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD104220@0123861825,MC.AMD104220@0123861825,91035,91035,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD104234@0123860978,MC.AMD104234@0123860978,91186,91186,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD104237@0124010123,MC.AMD104237@0124010123,90248,90248,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD104274@0124009912,MC.AMD104274@0124009912,91070,91070,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD104299@0123908884,MC.AMD104299@0123908884,90905,90905,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD104302@0123861176,MC.AMD104302@0123861176,89810,89810,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD104372@0123861100,MC.AMD104372@0123861100,90700,90700,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD104376@0124013466,MC.AMD104376@0124013466,90964,90964,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD104377@0123908952,MC.AMD104377@0123908952,89481,89481,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD104399@0124010083,MC.AMD104399@0124010083,90803,90803,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD104407@0123910205,MC.AMD104407@0123910205,89836,89836,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD104434@0124009867,MC.AMD104434@0124009867,91071,91071,UN,NA,0,0,1,1,-1,0.999974,1,3808
MC.AMD104443@0123889402,MC.AMD104443@0123889402,90805,90805,UN,NA,0,0,1,1,-1,0.999974,1,3799
MC.AMD104453@0124011470,MC.AMD104453@0124011470,90131,90131,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD104458@0124010918,MC.AMD104458@0124010918,90844,90844,UN,NA,2e-04,0,0.9998,0.9998,-1,0.999949,1,3776
MC.AMD104461@0123890359,MC.AMD104461@0123890359,91222,91222,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD104475@0124010106,MC.AMD104475@0124010106,90737,90737,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD104481@0123890846,MC.AMD104481@0123890846,90679,90679,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD104513@0123911627,MC.AMD104513@0123911627,89489,89489,UN,NA,0,0,1,1,-1,0.999983,1,3801
MC.AMD104515@0123911454,MC.AMD104515@0123911454,91329,91329,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD104528@0123909150,MC.AMD104528@0123909150,90265,90265,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD104539@0123908344,MC.AMD104539@0123908344,91021,91021,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD104547@0123908302,MC.AMD104547@0123908302,89820,89820,UN,NA,0,0,1,1,-1,0.999966,1,NA
MC.AMD104552@0123890321,MC.AMD104552@0123890321,90226,90226,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD104560@0124010984,MC.AMD104560@0124010984,89434,89434,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD104567@0123908844,MC.AMD104567@0123908844,90621,90621,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD104571@0123911678,MC.AMD104571@0123911678,90950,90950,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD104615@0123909845,MC.AMD104615@0123909845,89468,89468,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD104632@0123890967,MC.AMD104632@0123890967,90671,90671,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD104688@0123861885,MC.AMD104688@0123861885,89782,89782,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD104689@0123911321,MC.AMD104689@0123911321,91247,91247,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD104726@0123911561,MC.AMD104726@0123911561,90584,90584,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD104740@0123910531,MC.AMD104740@0123910531,90632,90632,UN,NA,2e-04,0,0.9998,0.9998,-1,0.999966,1,NA
MC.AMD104772@0124010931,MC.AMD104772@0124010931,89454,89454,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD104774@0123908877,MC.AMD104774@0123908877,90398,90398,UN,NA,0,1e-04,0.9999,0.9999,-1,0.999974,1,NA
MC.AMD104780@0123907275,MC.AMD104780@0123907275,90974,90974,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD104786@0123861670,MC.AMD104786@0123861670,89396,89396,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD104796@0124011366,MC.AMD104796@0124011366,91320,91320,UN,NA,0,0,1,1,-1,0.999974,1,3803
MC.AMD104797@0123911218,MC.AMD104797@0123911218,90756,90756,UN,NA,0,0,1,1,-1,0.999974,1,3789
MC.AMD104818@0124010086,MC.AMD104818@0124010086,90611,90611,UN,NA,0,1e-04,0.9999,0.9999,-1,0.999974,1,NA
MC.AMD104827@0123859631,MC.AMD104827@0123859631,89388,89388,UN,NA,0,2e-04,0.9998,0.9999,-1,0.999966,1,NA
MC.AMD104847@0123861821,MC.AMD104847@0123861821,90609,90609,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD104860@0124011030,MC.AMD104860@0124011030,91262,91262,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD104870@0123890696,MC.AMD104870@0123890696,89717,89717,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD104883@0124010026,MC.AMD104883@0124010026,91228,91228,UN,NA,0,0,1,1,-1,0.999983,1,3824
MC.AMD104897@0123890416,MC.AMD104897@0123890416,91153,91153,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD104920@0123861528,MC.AMD104920@0123861528,90615,90615,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD104952@0123911483,MC.AMD104952@0123911483,89754,89754,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD104966@0123910491,MC.AMD104966@0123910491,89619,89619,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD105003@0123861107,MC.AMD105003@0123861107,89406,89406,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD105015@0124011079,MC.AMD105015@0124011079,90678,90678,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD105017@0123890854,MC.AMD105017@0123890854,90433,90433,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD105054@0124008429,MC.AMD105054@0124008429,90385,90385,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD105063@0123861175,MC.AMD105063@0123861175,89829,89829,UN,NA,2e-04,0,0.9998,0.9998,-1,0.999966,1,NA
MC.AMD105069@0123909039,MC.AMD105069@0123909039,90010,90010,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD105106@0124010934,MC.AMD105106@0124010934,90126,90126,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD105110@0124011361,MC.AMD105110@0124011361,90320,90320,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD105133@0123907287,MC.AMD105133@0123907287,89385,89385,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD105146@0123890389,MC.AMD105146@0123890389,91363,91363,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD105164@0124014857,MC.AMD105164@0124014857,90768,90768,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD105167@0123861018,MC.AMD105167@0123861018,89350,89350,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD105175@0123861446,MC.AMD105175@0123861446,91069,91069,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD105177@0123889389,MC.AMD105177@0123889389,90114,90114,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD105192@0123909551,MC.AMD105192@0123909551,91001,91001,UN,NA,2e-04,0,0.9998,0.9998,-1,0.999966,1,NA
MC.AMD105198@0124011029,MC.AMD105198@0124011029,89672,89672,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD105228@0123861352,MC.AMD105228@0123861352,90197,90197,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD105253@0123909383,MC.AMD105253@0123909383,90419,90419,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD105266@0123860993,MC.AMD105266@0123860993,90252,90252,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD105285@0124010966,MC.AMD105285@0124010966,89795,89795,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD105296@0124011103,MC.AMD105296@0124011103,91339,91339,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD105327@0123910227,MC.AMD105327@0123910227,89532,89532,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD105338@0123910224,MC.AMD105338@0123910224,90116,90116,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD105366@0124010072,MC.AMD105366@0124010072,90299,90299,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD105379@0123909076,MC.AMD105379@0123909076,90141,90141,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD105414@0123908839,MC.AMD105414@0123908839,89839,89839,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD105418@0123911529,MC.AMD105418@0123911529,90481,90481,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD105432@0124009876,MC.AMD105432@0124009876,90290,90290,UN,NA,2e-04,0,0.9998,0.9998,-1,0.999966,1,NA
MC.AMD105442@0123890642,MC.AMD105442@0123890642,90122,90122,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD105463@0123908848,MC.AMD105463@0123908848,90654,90654,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD105465@0123911478,MC.AMD105465@0123911478,90936,90936,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD105474@0124011007,MC.AMD105474@0124011007,90550,90550,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD105523@0123909536,MC.AMD105523@0123909536,90762,90762,UN,NA,0,0,1,1,-1,0.999983,1,3806
MC.AMD105535@0124011004,MC.AMD105535@0124011004,90075,90075,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD105627@0123861200,MC.AMD105627@0123861200,90711,90711,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD105679@0123911547,MC.AMD105679@0123911547,90464,90464,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD105741@0123909839,MC.AMD105741@0123909839,90704,90704,UN,NA,0,2e-04,0.9998,0.9999,-1,0.999957,1,NA
MC.AMD105743@0123911183,MC.AMD105743@0123911183,90627,90627,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD105757@0123890325,MC.AMD105757@0123890325,89506,89506,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD105769@0124014822,MC.AMD105769@0124014822,89625,89625,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD105784@0124009864,MC.AMD105784@0124009864,90709,90709,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD105808@0123909869,MC.AMD105808@0123909869,90798,90798,UN,NA,0,0,1,1,-1,0.999983,1,3821
MC.AMD105813@0123909003,MC.AMD105813@0123909003,90540,90540,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD105816@0123909151,MC.AMD105816@0123909151,91350,91350,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD105831@0123890728,MC.AMD105831@0123890728,89903,89903,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD105864@0123909537,MC.AMD105864@0123909537,90418,90418,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD105920@0123889997,MC.AMD105920@0123889997,90954,90954,UN,NA,2e-04,0,0.9997,0.9997,-1,0.999923,1,NA
MC.AMD105972@0123861144,MC.AMD105972@0123861144,89852,89852,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD105993@0123911637,MC.AMD105993@0123911637,90298,90298,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD106001@0124010105,MC.AMD106001@0124010105,90641,90641,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD106002@0123861632,MC.AMD106002@0123861632,90220,90220,UN,NA,0,0,1,1,-1,0.999966,1,NA
MC.AMD106014@0124011133,MC.AMD106014@0124011133,89875,89875,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD106020@0123890263,MC.AMD106020@0123890263,91385,91385,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD106071@0124011261,MC.AMD106071@0124011261,90718,90718,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD106148@0124014885,MC.AMD106148@0124014885,90396,90396,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD106209@0123909579,MC.AMD106209@0123909579,89712,89712,UN,NA,2e-04,0,0.9998,0.9998,-1,0.999957,1,NA
MC.AMD106247@0123889377,MC.AMD106247@0123889377,91276,91276,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD106253@0123861643,MC.AMD106253@0123861643,90112,90112,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD106265@0124011411,MC.AMD106265@0124011411,91256,91256,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD106276@0123911302,MC.AMD106276@0123911302,89465,89465,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD106288@0124011381,MC.AMD106288@0124011381,89764,89764,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD106394@0123910194,MC.AMD106394@0123910194,91407,91407,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD106435@0124011402,MC.AMD106435@0124011402,90953,90953,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD106590@0123908371,MC.AMD106590@0123908371,90155,90155,UN,NA,0,1e-04,0.9999,0.9999,-1,0.999974,1,NA
MC.AMD106625@0124009871,MC.AMD106625@0124009871,90707,90707,UN,NA,0,0,1,1,-1,0.999974,1,3811
MC.AMD106731@0123911629,MC.AMD106731@0123911629,90606,90606,UN,NA,0,0,1,1,-1,0.999983,1,3791
MC.AMD106752@0123861347,MC.AMD106752@0123861347,89739,89739,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD106785@0123909388,MC.AMD106785@0123909388,90447,90447,UN,NA,2e-04,0,0.9998,0.9998,-1,0.99994,1,NA
MC.AMD106786@0123909535,MC.AMD106786@0123909535,90478,90478,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD106799@0123890558,MC.AMD106799@0123890558,90050,90050,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD106862@0123909827,MC.AMD106862@0123909827,90009,90009,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD106867@0123911308,MC.AMD106867@0123911308,91376,91376,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD106917@0124010016,MC.AMD106917@0124010016,91314,91314,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD106967@0124014863,MC.AMD106967@0124014863,90906,90906,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD107081@0123861855,MC.AMD107081@0123861855,90691,90691,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD107111@0123861526,MC.AMD107111@0123861526,91125,91125,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD107226@0123908908,MC.AMD107226@0123908908,90507,90507,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD107256@0124013385,MC.AMD107256@0124013385,89814,89814,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD107317@0123911378,MC.AMD107317@0123911378,90571,90571,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD107321@0123890413,MC.AMD107321@0123890413,90030,90030,UN,NA,0,0,1,1,-1,0.999983,1,3816
MC.AMD107394@0123908958,MC.AMD107394@0123908958,91208,91208,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD107399@0123861637,MC.AMD107399@0123861637,91037,91037,UN,NA,0,0,1,1,-1,0.999983,1,NA
